UI,groupID,relationshipCode,memberID,primaryID,prefixName,firstName,middleInitial,lastName,suffixName,gender,dob,address1,address2,address3,city,state,zip,countryCode,homePhone,cellPhone,workPhone,language,email,effectiveDate,termDate,healthPlanID,healthPlanName,reportingCategory1,reportingCategory2,providerNPI,providerName,providerAddress1,providerAddress2,providerAddress3,providerCity,providerState,providerZip,providerCountryCode,providerPhone,providerFax,responsiblePartyFirstName,responsiblePartyLastName,responsiblePartyPhone
UI,OZGAF559367WDTIP,0,482-55-9418,482-55-9418,Mrs.,Jill,C,Freeman,,F,1969-08-14,9297 Amy Burgs Suite 601,,,West Janicetown,SC,29351.0,,(949)570-8530,+1-984-298-1871x71233,+1-154-092-7669x011,,david70@ellison.com,2016-01-28,,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
UI,OZGAF559367WDTIP,2,074-54-9461,482-55-9418,Mrs.,Brenda,E,Bailey,,F,1952-09-10,9297 Amy Burgs Suite 601,,,West Janicetown,SC,29351.0,,(949)570-8530,(192)153-3644x81376,+1-154-092-7669x011,S,jamesjason@williams-silva.com,2016-01-28,,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
UI,BZGAF559367WDTIP,0,139465086,139465086,Mx.,Claire,K,Oconnor,II,U,1982-10-07,71345 Linda Canyon Apt. 172,,,Rebekahmouth,AZ,85152.0,,727-143-1043,948.467.1731,+1-730-446-1782x6589,E,jwilson@yahoo.com,2016-10-20,,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
UI,BZGAF559367WDTIP,2,343920681,139465086,,Michelle,R,Oconnor,MD,F,1998-09-05,71345 Linda Canyon Apt. 172,,,Rebekahmouth,AZ,85152.0,,727-143-1043,190-564-0390x503,+1-730-446-1782x6589,E,duaneholmes@gmail.com,2016-10-20,,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,0,770-79-0174,770-79-0174,,Linda,I,Johnson,,F,1924-11-29,257 Villegas Highway Suite 053,,,Port Zacharyview,WI,54405.0,,6327385636,+1-056-232-0153x18922,001-387-679-0165x9802,E,jdoyle@gmail.com,2011-06-10,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,1,210-21-2968,770-79-0174,Mr.,Markus,R,Rowland,,M,1960-12-25,257 Villegas Highway Suite 053,,,Port Zacharyview,WI,54405.0,,6327385636,(846)519-1844,001-387-679-0165x9802,S,james73@hotmail.com,2011-06-10,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,4,866866526,770-79-0174,,Donna,L,Johnson,,F,2017-08-07,257 Villegas Highway Suite 053,,,Port Zacharyview,WI,54405.0,,6327385636,5741830519,001-387-679-0165x9802,,tyrone13@hotmail.com,2011-06-10,,,cause take,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,3,793914319,770-79-0174,,David,A,Johnson,,M,2007-10-03,257 Villegas Highway Suite 053,,,Port Zacharyview,WI,54405.0,,6327385636,852.876.0569x252,001-387-679-0165x9802,S,jennifermurray@gmail.com,2011-06-10,,,cause take,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,6,529-62-3531,770-79-0174,,Mary,,Short,,U,2010-10-08,257 Villegas Highway Suite 053,,,Port Zacharyview,WI,54405.0,,6327385636,001-645-635-5136x344,001-387-679-0165x9802,S,victormcclain@conrad.com,2011-06-10,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,4,864288422,770-79-0174,,Nicole,V,Johnson,,F,2018-12-27,257 Villegas Highway Suite 053,,,Port Zacharyview,WI,54405.0,,6327385636,+1-882-891-0799x7421,001-387-679-0165x9802,,jvilla@poole-sanchez.com,2011-06-10,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,4,613573374,770-79-0174,,Emily,,Young,,F,2016-03-19,257 Villegas Highway Suite 053,,,Port Zacharyview,WI,54405.0,,6327385636,558-646-1420x9826,001-387-679-0165x9802,,jswanson@carter.org,2011-06-10,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,0,537968940,537968940,Dr.,Jennifer,,Hardy,MD,F,2003-07-21,289 Eric Ports Apt. 471,,,Andersonport,PA,,USA,994-231-3778x029,+1-672-301-6596x687,(037)269-5798x10418,,kimanthony@hotmail.com,2018-06-03,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,6,321-55-4291,537968940,,Brandon,S,Williams,,U,1990-04-28,289 Eric Ports Apt. 471,,,Andersonport,PA,,USA,994-231-3778x029,001-795-342-8449x37354,(037)269-5798x10418,E,vbailey@yahoo.com,2018-06-03,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF559367WDTIP,0,284-64-3816,284-64-3816,Dr.,Robert,,Jackson,,M,1931-07-28,3859 Jenna Point,,,New Alexisberg,WI,54553.0,USA,(610)257-4374x7173,(361)945-2398,254-365-7230x1699,E,umora@hotmail.com,2015-06-30,,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
UI,OZGAF559367WDTIP,2,510504242,284-64-3816,Dr.,Martha,G,Allen,MD,F,1917-10-28,3859 Jenna Point,,,New Alexisberg,WI,54553.0,USA,(610)257-4374x7173,8839095743,254-365-7230x1699,E,simonjames@scott.org,2015-06-30,,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
UI,OZGAF559367WDTIP,0,551-70-4371,551-70-4371,Dr.,Thomas,N,Melendez,,M,1972-09-13,03676 Elizabeth Alley Apt. 113,,,West Jennifer,ND,58470.0,,291.108.9350x39377,691.496.4555x041,001-164-210-6957x6686,,tiffanyjacobs@page-johnson.info,2004-12-17,,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
UI,OZGAF559367WDTIP,2,210017029,551-70-4371,Mrs.,Linda,E,Melendez,MD,F,1923-10-09,03676 Elizabeth Alley Apt. 113,,,West Jennifer,ND,58470.0,,291.108.9350x39377,+1-308-892-8666x97482,001-164-210-6957x6686,E,kellerjordan@gmail.com,2004-12-17,,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
UI,OZGAF559367WDTIP,0,434321023,434321023,Dr.,Jessica,L,Greer,,F,1941-04-14,066 Tanya Expressway Suite 735,,,East Patrick,MT,59078.0,,359-765-4728x244,367.919.4887,(278)941-4969x29746,S,qrichardson@tate.org,2008-05-26,,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
UI,OZGAF559367WDTIP,1,251677463,434321023,,Troy,L,Greer,,M,1981-05-20,066 Tanya Expressway Suite 735,,,East Patrick,MT,59078.0,,359-765-4728x244,(835)539-8610,(278)941-4969x29746,E,julierichardson@harper.com,2008-05-26,,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
UI,OZGAF559367WDTIP,4,400936015,434321023,,Lindsey,Z,Greer,,F,2015-04-22,066 Tanya Expressway Suite 735,,,East Patrick,MT,59078.0,,359-765-4728x244,(913)535-1960x9404,(278)941-4969x29746,E,jacobsonjoseph@herrera-miller.com,2008-05-26,,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
UI,OZGAF559367WDTIP,3,749-28-7256,434321023,,Kevin,P,Greer,,M,2013-03-22,066 Tanya Expressway Suite 735,,,East Patrick,MT,59078.0,,359-765-4728x244,(736)765-3543,(278)941-4969x29746,E,stephanie08@diaz.com,2008-05-26,,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
UI,OZGAF559367WDTIP,0,264201076,264201076,Dr.,Jonathan,,Henderson,,M,1916-07-16,0052 Judith Crescent Apt. 037,,,West Christinaburgh,UT,84403.0,,699.995.5502x53298,608.779.0363x575,+1-167-240-3868x829,,linda36@williams.info,2001-10-29,,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
UI,OZGAF559367WDTIP,1,316-62-0808,264201076,Mr.,Scott,U,Henderson,,M,1963-06-20,0052 Judith Crescent Apt. 037,,,West Christinaburgh,UT,84403.0,,699.995.5502x53298,001-509-788-0837x423,+1-167-240-3868x829,,andrewkane@hotmail.com,2001-10-29,,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,0,823-85-1386,823-85-1386,,Debra,B,Stewart,,F,1978-03-22,47167 Taylor Parks,,,Georgehaven,KY,41242.0,,244-053-0236x82624,213.346.2861x28317,677-644-6867x0964,,anna50@hotmail.com,2014-10-26,2036-07-18,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,2,644-07-8450,823-85-1386,Dr.,Mary,,Stewart,,F,1992-12-18,47167 Taylor Parks,,,Georgehaven,KY,41242.0,,244-053-0236x82624,001-047-992-2023x421,677-644-6867x0964,,xanderson@hotmail.com,2014-10-26,2036-07-18,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,4,327982815,823-85-1386,,Beth,M,Stewart,,F,2020-06-25,47167 Taylor Parks,,,Georgehaven,KY,41242.0,,244-053-0236x82624,001-616-880-5213x0591,677-644-6867x0964,S,poolechristina@douglas-dunn.biz,2014-10-26,2036-07-18,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,3,155-77-9336,823-85-1386,,Jose,,Stewart,,M,2010-10-24,47167 Taylor Parks,,,Georgehaven,KY,41242.0,,244-053-0236x82624,(692)211-8205x732,677-644-6867x0964,E,caitlinball@hotmail.com,2014-10-26,2036-07-18,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,0,861-38-2121,861-38-2121,,Richard,N,Campbell,MD,M,1948-10-13,82071 Shannon Flats,,,Crystalbury,RI,2807.0,USA,426.895.0099x90974,208.413.1343,994-906-1700x341,E,kristenhawkins@yahoo.com,2003-01-28,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,2,143013004,861-38-2121,,Victoria,A,Campbell,,F,1979-06-29,82071 Shannon Flats,,,Crystalbury,RI,2807.0,USA,426.895.0099x90974,+1-285-700-9180x23567,994-906-1700x341,,eric41@hotmail.com,2003-01-28,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,3,518-71-5995,861-38-2121,,Sean,I,Campbell,,M,2007-02-06,82071 Shannon Flats,,,Crystalbury,RI,2807.0,USA,426.895.0099x90974,034-676-5741,994-906-1700x341,E,nfreeman@gmail.com,2003-01-28,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,4,179-38-7661,861-38-2121,,Maria,,Garcia,,F,2014-01-03,82071 Shannon Flats,,,Crystalbury,RI,2807.0,USA,426.895.0099x90974,+1-953-167-9950,994-906-1700x341,E,iwiggins@gmail.com,2003-01-28,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF559367WDTIP,0,335973339,335973339,Mr.,Paul,F,Cook,Jr.,M,1912-03-18,55242 Erica Landing Suite 576,,,North Davidfurt,TX,77484.0,,001-023-352-9208x1460,329.422.7075x498,001-193-381-8406x15612,,atate@riley.net,2000-07-26,,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
UI,OZGAF559367WDTIP,2,309-87-6361,335973339,Mrs.,Angela,,Cook,,F,1993-08-04,55242 Erica Landing Suite 576,,,North Davidfurt,TX,77484.0,,001-023-352-9208x1460,321-653-3209,001-193-381-8406x15612,S,cnunez@allen.com,2000-07-26,,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
UI,OZGAF559367WDTIP,3,111-82-8918,335973339,,Nathan,H,Cook,,M,2020-11-11,55242 Erica Landing Suite 576,,,North Davidfurt,TX,77484.0,,001-023-352-9208x1460,(262)787-3941x777,001-193-381-8406x15612,,monicafranklin@hotmail.com,2000-07-26,,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
UI,OZGAF559367WDTIP,0,146728209,146728209,Dr.,Meghan,B,Douglas,,F,1991-04-28,010 Johnson Mission Apt. 990,,,Lake Angela,AZ,85850.0,USA,(099)629-7226x38622,833.315.1235x22534,001-066-728-3905x67863,E,amanda04@carlson.com,2021-04-11,,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
UI,OZGAF559367WDTIP,1,192-91-5369,146728209,,Michael,,Douglas,,M,1929-05-13,010 Johnson Mission Apt. 990,,,Lake Angela,AZ,85850.0,USA,(099)629-7226x38622,870-738-4347x023,001-066-728-3905x67863,E,stephenbyrd@hotmail.com,2021-04-11,,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,0,261706419,261706419,Dr.,Andrew,Q,White,,M,1975-01-25,711 Guerra Light Suite 593,,,Ramirezbury,MN,55222.0,,001-347-175-8059x62540,155-641-2974x3014,737.247.8208x82219,E,cassandrahouston@martin-jones.com,2016-07-31,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,1,869-14-9631,261706419,,Troy,,White,,M,1934-03-21,711 Guerra Light Suite 593,,,Ramirezbury,MN,55222.0,,001-347-175-8059x62540,643.404.7804,737.247.8208x82219,S,richard67@miller.org,2016-07-31,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF559367WDTIP,0,749923947,749923947,Ms.,Robin,,Vega,,F,1943-12-12,048 Cheryl Common,,,Phillipshaven,CT,6299.0,,+1-258-369-1366x503,345.727.4836x92722,001-631-830-2935x2088,E,shermandustin@smith.com,2008-05-01,2022-11-21,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
UI,OZGAF559367WDTIP,2,321-06-1244,749923947,Mrs.,Brooke,O,Baker,MD,F,1956-04-27,048 Cheryl Common,,,Phillipshaven,CT,6299.0,,+1-258-369-1366x503,749-515-8731,001-631-830-2935x2088,,ddennis@owen-holland.info,2008-05-01,2022-11-21,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
UI,OZGAF559367WDTIP,4,740-13-7228,749923947,,Patricia,F,Vega,,F,2017-05-11,048 Cheryl Common,,,Phillipshaven,CT,6299.0,,+1-258-369-1366x503,051-084-2630x685,001-631-830-2935x2088,S,christopheranderson@hotmail.com,2008-05-01,2022-11-21,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,0,517335790,517335790,Ms.,Angela,,Lowe,DVM,F,1956-03-11,34597 Lopez Mission Apt. 031,,,Lauraton,IL,60513.0,,001-099-880-3335x63323,001-923-448-6721,539-847-4880x579,E,yperry@walsh-little.com,2016-06-29,2021-07-27,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,1,134-03-2705,517335790,Dr.,Kevin,,Lowe,,M,1972-03-25,34597 Lopez Mission Apt. 031,,,Lauraton,IL,60513.0,,001-099-880-3335x63323,+1-530-117-9797,539-847-4880x579,E,briannadavis@yahoo.com,2016-06-29,2021-07-27,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF559367WDTIP,0,517689161,517689161,Miss,Mary,,Nielsen,,F,1917-04-28,312 Ferguson Club,,,Stevenside,ID,83411.0,,598.838.7275x93086,494-378-3135,722.679.0747,,kristenbaker@miles-green.net,2005-02-16,,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
UI,OZGAF559367WDTIP,2,718157762,517689161,,Christine,X,Nielsen,,F,1982-09-09,312 Ferguson Club,,,Stevenside,ID,83411.0,,598.838.7275x93086,396-782-8560x64179,722.679.0747,S,jperkins@gmail.com,2005-02-16,,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
UI,OZGAF559367WDTIP,3,452883755,517689161,,Jonathan,A,Schultz,,M,2009-08-14,312 Ferguson Club,,,Stevenside,ID,83411.0,,598.838.7275x93086,(995)931-6473,722.679.0747,S,taylorjoanna@hotmail.com,2005-02-16,,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
UI,OZGAF559367WDTIP,3,097-14-0821,517689161,,Allen,G,Nielsen,,M,2014-11-13,312 Ferguson Club,,,Stevenside,ID,83411.0,,598.838.7275x93086,+1-564-767-3906x30588,722.679.0747,E,elizabeth34@yahoo.com,2005-02-16,,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
UI,OZGAF559367WDTIP,3,415-13-9683,517689161,,James,,Nielsen,,M,2008-01-14,312 Ferguson Club,,,Stevenside,ID,83411.0,,598.838.7275x93086,(511)554-5712,722.679.0747,S,jeff37@smith.biz,2005-02-16,,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,0,130328516,130328516,,Alexandria,,Lee,,F,1930-03-26,127 Mark Port,,,Port Christopher,NV,89318.0,USA,209.458.0471x3238,(426)647-1988,262-505-1746x372,,clarkroberto@hanson-schaefer.com,2009-11-21,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,6,108782359,130328516,,Jennifer,I,Lee,,U,1942-06-16,127 Mark Port,,,Port Christopher,NV,89318.0,USA,209.458.0471x3238,628.596.8087x524,262-505-1746x372,,ljones@henderson.com,2009-11-21,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,3,433-56-8089,130328516,,Jeffrey,,Woodard,,M,2018-07-29,127 Mark Port,,,Port Christopher,NV,89318.0,USA,209.458.0471x3238,001-729-596-6683x2121,262-505-1746x372,S,williammata@gmail.com,2009-11-21,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,3,865816149,130328516,,Benjamin,F,Lee,,M,2017-01-14,127 Mark Port,,,Port Christopher,NV,89318.0,USA,209.458.0471x3238,(585)953-4492,262-505-1746x372,,stephenrhodes@hotmail.com,2009-11-21,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,4,117962899,130328516,,Holly,C,Lee,,F,2021-08-25,127 Mark Port,,,Port Christopher,NV,89318.0,USA,209.458.0471x3238,633-460-5809,262-505-1746x372,E,rhenderson@gmail.com,2009-11-21,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,4,308246197,130328516,,Bonnie,B,Lloyd,,F,2012-01-05,127 Mark Port,,,Port Christopher,NV,89318.0,USA,209.458.0471x3238,001-867-121-4510x648,262-505-1746x372,E,katelynrodriguez@gmail.com,2009-11-21,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,0,104051101,104051101,,Eric,,Michael,,M,1939-03-10,714 Wright Cliffs Apt. 973,,,New Virginia,NV,89584.0,,917-756-8236,(225)341-6098x785,964.451.1877x818,,prattamanda@adams.info,2009-02-01,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,1,237-52-6105,104051101,,John,L,Michael,,M,1921-11-28,714 Wright Cliffs Apt. 973,,,New Virginia,NV,89584.0,,917-756-8236,030.532.5773x5625,964.451.1877x818,S,scottbrown@yahoo.com,2009-02-01,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,3,423-50-3402,104051101,,Russell,G,Michael,,M,2019-02-06,714 Wright Cliffs Apt. 973,,,New Virginia,NV,89584.0,,917-756-8236,1719260523,964.451.1877x818,E,jacobsonpaul@gmail.com,2009-02-01,,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF559367WDTIP,0,813355626,813355626,Miss,Caitlin,,Hanson,,F,1978-01-04,14613 Richard Drive,,,South Alvin,OR,97165.0,,+1-350-680-5759x9540,166-536-2134x132,+1-701-048-2535x40832,S,stacy78@ferguson.biz,2000-10-14,,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
UI,OZGAF559367WDTIP,2,320791361,813355626,Mrs.,Mary,,Hanson,,F,1983-10-01,14613 Richard Drive,,,South Alvin,OR,97165.0,,+1-350-680-5759x9540,144-317-8249,+1-701-048-2535x40832,S,chapmanricardo@owen.com,2000-10-14,,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
UI,OZGAF559367WDTIP,4,705422816,813355626,,Sydney,Y,Hanson,,F,2018-02-21,14613 Richard Drive,,,South Alvin,OR,97165.0,,+1-350-680-5759x9540,478-223-5883x82062,+1-701-048-2535x40832,E,ginadorsey@johnson-francis.com,2000-10-14,,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
UI,OZGAF559367WDTIP,0,880137420,880137420,Mrs.,Mandy,W,Ortiz,,F,1942-12-06,807 Christine Vista,,,Brandybury,ND,58770.0,,(104)997-4340x68136,749.917.2493,855-242-6335,E,carterdana@robinson-kemp.com,2016-07-17,,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
UI,OZGAF559367WDTIP,1,264-17-8262,880137420,Mr.,Stephen,I,Owens,,M,1957-08-29,807 Christine Vista,,,Brandybury,ND,58770.0,,(104)997-4340x68136,001-137-830-3762x91919,855-242-6335,S,walkerallison@yahoo.com,2016-07-17,,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
UI,OZGAF559367WDTIP,0,248-19-0614,248-19-0614,Mrs.,Rebecca,,Kim,,F,1955-11-25,0476 Castillo Branch Suite 465,,,West Justin,AZ,86385.0,,(692)131-3128x9725,(881)311-9648x24979,001-856-650-7918,S,cassandra94@walter.info,2013-04-25,,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
UI,OZGAF559367WDTIP,1,622044820,248-19-0614,,Marco,A,Kim,,M,1909-02-05,0476 Castillo Branch Suite 465,,,West Justin,AZ,86385.0,,(692)131-3128x9725,147-953-0270x5013,001-856-650-7918,E,phillipsrobert@hotmail.com,2013-04-25,,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,0,329052044,329052044,Mrs.,Tonya,F,Gilmore,,F,1985-07-13,531 Robinson Ports Apt. 568,,,Tonistad,IN,47940.0,USA,(787)686-2436x27124,008-489-8965,303-497-7171,E,fhiggins@sanchez.com,2005-10-19,2027-04-03,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF660936WDTIP,2,832816588,329052044,Ms.,Michelle,B,Gilmore,,F,1911-10-23,531 Robinson Ports Apt. 568,,,Tonistad,IN,47940.0,USA,(787)686-2436x27124,(357)638-9238,303-497-7171,E,randall64@hotmail.com,2005-10-19,2027-04-03,OZGAF660936WDTIP,cause take,,,,,,,,,,,,,,,,
UI,OZGAF559367WDTIP,0,368657026,368657026,Mrs.,Jessica,,Simmons,,F,1975-06-30,53432 Nelson Common Suite 044,,,Heatherville,TX,78981.0,,(340)348-1984x2076,882.697.2639,001-952-200-9921x75986,,markthomas@yahoo.com,2008-12-14,,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
UI,OZGAF559367WDTIP,1,652-04-0739,368657026,Mr.,John,A,Simmons,PhD,M,1952-11-28,53432 Nelson Common Suite 044,,,Heatherville,TX,78981.0,,(340)348-1984x2076,123-093-7696x51270,001-952-200-9921x75986,,morriswilliam@gmail.com,2008-12-14,,OZGAF559367WDTIP,beautiful often,,,,,,,,,,,,,,,,
